Frame #,# Obj,X,Y,Z,Doppler,Intensity,Abs Time,Camera Frame
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,30
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,31
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,31
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,31
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,31
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,31
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,31
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,31
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,31
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,32
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,32
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,32
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,32
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,32
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,32
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,32
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,32
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,33
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,33
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,33
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,33
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,33
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,33
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,33
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,33
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,34
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,34
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,34
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,34
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,34
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,34
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,34
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,34
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,35
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,35
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,35
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,35
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,35
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,35
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,35
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,35
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,36
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,36
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,36
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,36
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,36
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,36
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,36
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,36
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,37
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,37
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,37
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,37
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,37
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,37
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,37
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,37
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,38
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,38
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,38
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,38
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,38
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,38
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,38
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,38
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,39
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,39
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,39
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,39
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,39
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,39
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,39
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,39
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,40
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,40
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,40
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,40
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,40
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,40
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,40
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,40
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,41
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,41
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,41
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,41
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,41
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,41
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,41
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,41
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,42
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,42
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,42
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,42
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,42
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,42
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,42
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,42
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,43
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,43
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,43
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,43
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,43
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,43
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,43
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,43
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,44
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,44
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,44
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,44
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,44
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,44
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,44
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,44
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,45
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,45
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,45
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,45
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,45
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,45
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,45
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,45
143,8,0.76563,2.583,0.40137,0,5,1.6515e+09,46
143,8,0.86035,2.5928,0.34375,0,6,1.6515e+09,46
143,8,0.69531,2.6436,0.52051,0,5,1.6515e+09,46
143,8,0.77441,2.6045,0.44238,0.356,7,1.6515e+09,46
143,8,0.85156,2.5713,0.28418,-0.356,14,1.6515e+09,46
143,8,0.77441,2.6299,0.25,-0.356,16,1.6515e+09,46
143,8,0.86914,2.6328,0.2373,-0.356,14,1.6515e+09,46
143,8,0.70313,2.7197,0.11133,-0.356,9,1.6515e+09,46
145,38,-0.65137,2.5039,0.32129,0,8,1.6515e+09,47
145,38,-0.74121,2.499,0.38965,0,10,1.6515e+09,47
145,38,-0.66602,2.5645,0.28516,0,11,1.6515e+09,47
145,38,0.75781,2.5566,0.38574,0,10,1.6515e+09,47
145,38,0.68066,2.624,0.26758,0,15,1.6515e+09,47
145,38,0.77441,2.6172,0.36133,0,20,1.6515e+09,47
145,38,0.78223,2.6406,0.39453,0,21,1.6515e+09,47
145,38,0.79102,2.665,0.41992,0,15,1.6515e+09,47
145,38,0.79883,2.6758,0.52148,0,8,1.6515e+09,47
145,38,-0.65137,2.5098,0.2666,0.356,12,1.6515e+09,47
145,38,-0.57617,2.5352,0.43457,0.356,16,1.6515e+09,47
145,38,-0.58301,2.5879,0.26074,0.356,13,1.6515e+09,47
145,38,-0.65918,2.541,0.23535,-0.71201,10,1.6515e+09,47
145,38,-0.66602,2.5625,0.30859,-0.71201,10,1.6515e+09,47
145,38,0.8418,2.5352,0.35547,-0.71201,10,1.6515e+09,47
145,38,0.68066,2.6357,0.097656,-0.71201,13,1.6515e+09,47
145,38,0.77441,2.6377,0.15625,-0.71201,17,1.6515e+09,47
145,38,0.86914,2.6396,0.14355,-0.71201,18,1.6515e+09,47
145,38,0.79102,2.6904,0.20508,-0.71201,13,1.6515e+09,47
145,38,-0.56348,2.5078,0.18848,-0.356,13,1.6515e+09,47
145,38,-0.65137,2.5137,0.23047,-0.356,24,1.6515e+09,47
145,38,-0.65918,2.5381,0.26465,-0.356,32,1.6515e+09,47
145,38,-0.66602,2.5625,0.30664,-0.356,30,1.6515e+09,47
145,38,-0.58984,2.6035,0.36719,-0.356,24,1.6515e+09,47
145,38,0.76563,2.6055,0.20703,-0.356,34,1.6515e+09,47
145,38,0.77441,2.6318,0.22656,-0.356,43,1.6515e+09,47
145,38,0.78223,2.6572,0.26172,-0.356,41,1.6515e+09,47
145,38,0.79102,2.6797,0.31934,-0.356,28,1.6515e+09,47
145,38,0.79883,2.7021,0.35938,-0.356,15,1.6515e+09,47
145,38,0.83301,2.4258,0.72656,0,8,1.6515e+09,47
145,38,-0.75781,2.5752,0.22949,0,9,1.6515e+09,47
145,38,-0.51074,2.6729,-0.10938,0,8,1.6515e+09,47
145,38,0.83301,2.501,0.3916,-0.71201,8,1.6515e+09,47
145,38,-0.67383,2.6094,0,-0.71201,8,1.6515e+09,47
145,38,-0.5957,2.6475,-0.23145,-0.71201,7,1.6515e+09,47
145,38,0.91602,2.4189,0.64355,-0.356,19,1.6515e+09,47
145,38,0.8418,2.5215,0.43945,-0.356,23,1.6515e+09,47
145,38,-0.42578,2.4844,1.0332,-0.356,20,1.6515e+09,47
146,38,-0.72461,2.459,0.26855,0,12,1.6515e+09,48
146,38,-0.7334,2.4824,0.30664,0,21,1.6515e+09,48
146,38,-0.65918,2.5186,0.41211,0,26,1.6515e+09,48
146,38,0.58301,2.583,0.30078,0,43,1.6515e+09,48
146,38,0.67383,2.5859,0.3457,0,63,1.6515e+09,48
146,38,0.5957,2.6357,0.33984,0,59,1.6515e+09,48
146,38,0.60254,2.6602,0.37207,0,37,1.6515e+09,48
146,38,0.6084,2.6875,0.38672,0,14,1.6515e+09,48
146,38,0.5,2.6113,0.19336,0.356,10,1.6515e+09,48
146,38,0.50488,2.6387,0.21289,0.356,13,1.6515e+09,48
146,38,0.42578,2.6826,0.20801,0.356,11,1.6515e+09,48
146,38,0.5166,2.6758,0.39258,0.356,7,1.6515e+09,48
146,38,0.83496,3.1855,0.55176,0.356,4,1.6515e+09,48
146,38,0.66602,2.5771,0.13965,-1.068,7,1.6515e+09,48
146,38,0.67383,2.6045,0.15723,-1.068,8,1.6515e+09,48
146,38,0.76563,2.6133,0.06543,-1.068,8,1.6515e+09,48
146,38,-0.72461,2.4668,0.18066,-0.71201,10,1.6515e+09,48
146,38,-0.7334,2.4883,0.25488,-0.71201,17,1.6515e+09,48
146,38,-0.74121,2.5146,0.27832,-0.71201,21,1.6515e+09,48
146,38,0.58301,2.5986,0.09668,-0.71201,31,1.6515e+09,48
146,38,0.67383,2.6035,0.16309,-0.71201,51,1.6515e+09,48
146,38,0.68066,2.6338,0.1377,-0.71201,51,1.6515e+09,48
146,38,0.68848,2.6631,0.12695,-0.71201,33,1.6515e+09,48
146,38,-0.7168,2.4395,0.16895,-0.356,8,1.6515e+09,48
146,38,-0.72461,2.46,0.25684,-0.356,23,1.6515e+09,48
146,38,-0.65137,2.5117,0.24902,-0.356,41,1.6515e+09,48
146,38,-0.65918,2.5293,0.34082,-0.356,52,1.6515e+09,48
146,38,0.58301,2.5928,0.20898,-0.356,83,1.6515e+09,48
146,38,0.67383,2.5967,0.25293,-0.356,122,1.6515e+09,48
146,38,0.68066,2.626,0.24609,-0.356,118,1.6515e+09,48
146,38,0.60254,2.6738,0.25586,-0.356,73,1.6515e+09,48
146,38,0.6084,2.7031,0.25293,-0.356,27,1.6515e+09,48
146,38,0.57617,2.5547,0.29883,0,18,1.6515e+09,48
146,38,-0.5,2.2568,1.3271,0,26,1.6515e+09,48
146,38,-0.66602,2.4932,0.66602,0.356,7,1.6515e+09,48
146,38,-0.58301,2.4404,0.89844,-0.71201,22,1.6515e+09,48
146,38,0.57617,2.5674,0.1582,-0.356,33,1.6515e+09,48
146,38,-0.58301,2.4424,0.89355,-0.356,50,1.6515e+09,48
147,40,-0.70801,2.4033,0.25781,0,14,1.6515e+09,49
147,40,-0.63672,2.4473,0.31445,0,41,1.6515e+09,49
147,40,-0.64453,2.4756,0.3125,0,73,1.6515e+09,49
147,40,-0.65137,2.5078,0.28809,0,88,1.6515e+09,49
147,40,-0.57617,2.5537,0.30469,0,74,1.6515e+09,49
147,40,-0.66602,2.5674,0.26074,0,40,1.6515e+09,49
147,40,-0.67383,2.5996,0.22461,0,12,1.6515e+09,49
147,40,1.0342,3.1387,0.18066,0.356,10,1.6515e+09,49
147,40,0.93945,3.1914,0.28223,0.356,13,1.6515e+09,49
147,40,0.83496,3.2324,0,0.71201,3,1.6515e+09,49
147,40,0.62988,2.4248,0.25781,-1.068,5,1.6515e+09,49
147,40,0.7959,2.4121,0.20313,-1.068,14,1.6515e+09,49
147,40,0.72461,2.4658,0.1875,-1.068,22,1.6515e+09,49
147,40,0.81445,2.4727,0.13379,-1.068,25,1.6515e+09,49
147,40,0.74121,2.5283,0.080078,-1.068,19,1.6515e+09,49
147,40,0.66602,2.5801,0.032227,-1.068,10,1.6515e+09,49
147,40,-0.17773,2.3223,1.626,-1.068,9,1.6515e+09,49
147,40,0,2.6309,1.1484,-1.068,9,1.6515e+09,49
147,40,0,2.7139,1.0215,-1.068,7,1.6515e+09,49
147,40,-0.70801,2.417,0.041992,-0.71201,18,1.6515e+09,49
147,40,-0.63672,2.4639,0.12012,-0.71201,45,1.6515e+09,49
147,40,-0.64453,2.4932,0.1084,-0.71201,73,1.6515e+09,49
147,40,-0.65137,2.5215,0.11133,-0.71201,84,1.6515e+09,49
147,40,-0.57617,2.5654,0.17871,-0.71201,68,1.6515e+09,49
147,40,-0.58301,2.5908,0.22656,-0.71201,36,1.6515e+09,49
147,40,1.043,3.1094,-0.62695,-0.71201,4,1.6515e+09,49
147,40,-0.4668,2.4375,0.19922,-0.356,8,1.6515e+09,49
147,40,-0.62988,2.4316,0.18359,-0.356,31,1.6515e+09,49
147,40,-0.63672,2.457,0.22656,-0.356,83,1.6515e+09,49
147,40,-0.56348,2.502,0.25488,-0.356,146,1.6515e+09,49
147,40,-0.65137,2.5156,0.20703,-0.356,173,1.6515e+09,49
147,40,-0.57617,2.5615,0.23828,-0.356,143,1.6515e+09,49
147,40,-0.58301,2.5889,0.25098,-0.356,76,1.6515e+09,49
147,40,-0.58984,2.5938,0.43262,-0.356,23,1.6515e+09,49
147,40,1.0342,3.1436,0.053711,-0.356,11,1.6515e+09,49
147,40,1.043,3.1719,-0.030273,-0.356,14,1.6515e+09,49
147,40,-0.94434,1.9658,-1.2598,-1.068,3,1.6515e+09,49
147,40,1.2432,0.58887,-2.4863,-1.068,6,1.6515e+09,49
147,40,1.3457,0,-2.8564,-1.068,7,1.6515e+09,49
147,40,1.3594,0,-2.582,-1.068,6,1.6515e+09,49
148,52,-0.76855,2.3291,0.19629,0,5,1.6515e+09,50
148,52,-0.7002,2.3604,0.36816,0,11,1.6515e+09,50
148,52,-0.62988,2.4248,0.2627,0,16,1.6515e+09,50
148,52,-0.63672,2.459,0.19824,0,17,1.6515e+09,50
148,52,-0.56348,2.5117,0.13086,0,15,1.6515e+09,50
148,52,-0.57031,2.543,0.042969,0,13,1.6515e+09,50
148,52,0.33301,2.6045,0.45801,0,12,1.6515e+09,50
148,52,0.25293,2.6768,0.17188,0,11,1.6515e+09,50
148,52,0.25488,2.71,0.1084,0,7,1.6515e+09,50
148,52,0,2.4541,0.1709,0.356,12,1.6515e+09,50
148,52,0,2.4883,-0.06543,0.356,12,1.6515e+09,50
148,52,-0.40234,2.5098,0.4248,0.356,14,1.6515e+09,50
148,52,-0.40723,2.5557,0.31348,0.356,17,1.6515e+09,50
148,52,-0.49414,2.583,0.17285,0.356,13,1.6515e+09,50
148,52,0.25781,2.7334,0.2041,-1.068,12,1.6515e+09,50
148,52,0.34766,2.7607,0.024414,-1.068,12,1.6515e+09,50
148,52,-0.8457,2.3008,0.21094,-0.71201,9,1.6515e+09,50
148,52,-0.7002,2.377,0.2373,-0.71201,19,1.6515e+09,50
148,52,-0.70801,2.417,0.055664,-0.71201,26,1.6515e+09,50
148,52,-0.63672,2.4668,0.014648,-0.71201,25,1.6515e+09,50
148,52,-0.56348,2.5146,-0.0048828,-0.71201,20,1.6515e+09,50
148,52,-0.48828,2.5586,-0.09082,-0.71201,15,1.6515e+09,50
148,52,0.25293,2.6787,0.14648,-0.71201,10,1.6515e+09,50
148,52,0.34082,2.6816,0.33594,-0.71201,14,1.6515e+09,50
148,52,0.25781,2.7246,0.29688,-0.71201,20,1.6515e+09,50
148,52,0.34766,2.75,0.24414,-0.71201,22,1.6515e+09,50
148,52,0.26367,2.7832,0.29883,-0.71201,15,1.6515e+09,50
148,52,0,2.4258,-0.15234,-0.356,8,1.6515e+09,50
148,52,0,2.4248,-0.41406,-0.356,14,1.6515e+09,50
148,52,-0.7002,2.3418,0.4707,-0.356,26,1.6515e+09,50
148,52,-0.70801,2.4053,0.23535,-0.356,36,1.6515e+09,50
148,52,-0.63672,2.4668,0.047852,-0.356,37,1.6515e+09,50
148,52,-0.4834,2.5303,0.074219,-0.356,34,1.6515e+09,50
148,52,-0.40723,2.5742,0.03125,-0.356,36,1.6515e+09,50
148,52,-0.41211,2.584,-0.32031,-0.356,32,1.6515e+09,50
